Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency_num,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
2023-06-09 09.35.19,21,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Keyword,First page,2,No,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Yes,3,Sometimes,1,1,Product recommendations,Reducing packaging waste
2023-06-09 09.35.57,34,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,2,No,3,3,Product recommendations,Reducing packaging waste
2023-06-09 09.37.15,21,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,2,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023-06-09 09.37.44,23,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,No,4,3,Product recommendations,Customer service responsiveness
2023-06-09 09.38.31,21,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
2023-06-09 09.39.04,32,Female,Once a month,others,Sometimes,Few times a month,others,First page,2,No,Rarely,others,Rarely,Yes,Moderately,No,3,No,3,3,Product recommendations,Customer service responsiveness
2023-06-09 10.22.03,35,Prefer not to say,Once a week,Groceries and Gourmet Food,No,Few times a week,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,4,Sometimes,3,2,Competitive prices,Customer service responsiveness
2023-06-09 10.22.35,37,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Filter,Multiple pages,2,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,2,Sometimes,2,1,Product recommendations,Reducing packaging waste
2023-06-09 10.23.05,23,Female,Once a week,Clothing and Fashion,No,Few times a month,categories,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,No,Occasionally,Yes,1,Sometimes,4,2,Product recommendations,Reducing packaging waste
2023-06-09 10.23.45,33,Others,Few times a month,Clothing and Fashion,Sometimes,Few times a month,others,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,2,Competitive prices,Customer service responsiveness
2023-06-09 10.24.58,35,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,4,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,2,Sometimes,3,2,Product recommendations,Reducing packaging waste
2023-06-09 10.25.27,44,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,4,4,Product recommendations,Reducing packaging waste
2023-06-09 10.26.01,34,Male,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,4,Maybe,Often,others,Often,No,Moderately,Sometimes,2,Sometimes,3,2,Competitive prices,Reducing packaging waste
2023-06-09 10.26.26,34,Prefer not to say,Once a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,No,2,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023-06-09 10.26.51,34,Female,Few times a month,others,No,Few times a month,categories,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,No,1,No,3,1,Competitive prices,Customer service responsiveness
2023-06-09 10.28.23,34,Female,Few times a month,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,2,Sometimes,2,1,Competitive prices,Reducing packaging waste
2023-06-09 10.28.57,3,Prefer not to say,Once a month,Home and Kitchen,No,Few times a week,categories,First page,3,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Competitive prices,Customer service responsiveness
2023-06-09 10.30.39,23,Female,Multiple times a week,Beauty and Personal Care,No,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Competitive prices,Product quality and accuracy
2023-06-09 10.31.15,33,Female,Few times a month,Clothing and Fashion,Yes,Multiple times a day,categories,Multiple pages,4,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,1,Wide product selection,Customer service responsiveness
2023-06-09 10.58.13,23,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,others,First page,3,Maybe,Rarely,others,Never,No,Rarely,Sometimes,3,No,3,3,Competitive prices,Reducing packaging waste
2023-06-09 10.58.44,34,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,1,Sometimes,3,2,Competitive prices,Reducing packaging waste
2023-06-09 10.59.38,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
2023-06-09 12.22.47,34,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Sometimes,2,3,Product recommendations,Customer service responsiveness
2023-06-09 14.22.25,23,Female,Few times a month,Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023-06-09 14.23.03,23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Sometimes,4,3,Product recommendations,Reducing packaging waste
2023-06-09 14.23.45,23,Female,Once a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,categories,First page,1,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,3,Sometimes,4,1,Product recommendations,Reducing packaging waste
2023-06-09 14.34.43,23,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,2,Sometimes,2,2,Product recommendations,Reducing packaging waste
2023-06-09 14.35.29,45,Female,Few times a month,Beauty and Personal Care;others,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Sometimes,3,No,2,3,Product recommendations,Customer service responsiveness
2023-06-09 14.36.09,23,Female,Less than once a month,Clothing and Fashion,No,Multiple times a day,Filter,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,2,Sometimes,2,1,Competitive prices,Reducing packaging waste
2023-06-09 14.36.46,34,Prefer not to say,Once a week,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,3,Sometimes,2,3,Product recommendations,Customer service responsiveness
2023-06-09 14.39.16,45,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023-06-09 14.39.47,34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Product recommendations,Customer service responsiveness
2023-06-09 14.40.21,45,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,3,Sometimes,2,1,Competitive prices,Reducing packaging waste
2023-06-09 14.41.53,67,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,1,Yes,3,3,Product recommendations,Customer service responsiveness
2023-06-09 14.42.24,34,Others,Once a week,Beauty and Personal Care,Sometimes,Rarely,categories,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,2,Yes,3,2,Competitive prices,Customer service responsiveness
2023-06-09 14.42.57,21,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,Filter,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023-06-09 14.43.37,17,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,3,Sometimes,3,2,Competitive prices,Customer service responsiveness
2023-06-09 14.44.09,34,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,Sometimes,2,Sometimes,3,3,Competitive prices,Product quality and accuracy
2023-06-09 14.49.20,46,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023-06-09 14.51.07,54,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Product quality and accuracy
2023-06-09 15.00.03,56,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023-06-09 15.06.37,50,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,4,Product recommendations,Shipping speed and reliability
2023-06-09 15.07.36,56,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,4,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023-06-09 15.08.38,22,Prefer not to say,Few times a month,Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,4,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023-06-09 15.09.41,25,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023-06-09 15.10.36,23,Male,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023-06-09 15.16.30,23,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023-06-09 15.17.31,56,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023-06-09 15.18.25,56,Female,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023-06-09 15.19.53,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023-06-09 15.22.15,56,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,No,4,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023-06-09 15.23.38,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023-06-09 15.24.36,45,Female,Few times a month,Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023-06-09 15.25.33,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,4,3,Wide product selection,Customer service responsiveness
2023-06-09 15.26.38,23,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023-06-09 16.28.30,34,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,2,Sometimes,1,3,Product recommendations,Customer service responsiveness
2023-06-09 16.28.58,34,Female,Few times a month,Clothing and Fashion,No,Few times a week,categories,First page,2,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Occasionally,Sometimes,2,Sometimes,2,2,Product recommendations,Reducing packaging waste
2023-06-09 16.29.23,45,Others,Few times a month,Beauty and Personal Care,No,Few times a month,Filter,First page,2,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,No,2,Sometimes,3,2,Competitive prices,Product quality and accuracy
2023-06-09 16.29.50,33,Prefer not to say,Once a week,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,1,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Moderately,No,2,Yes,2,2,Competitive prices,Product quality and accuracy
2023-06-09 16.30.15,34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,2,Sometimes,2,1,Competitive prices,Reducing packaging waste
2023-06-09 16.30.40,45,Prefer not to say,Once a week,Beauty and Personal Care,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Sometimes,4,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023-06-09 16.31.06,45,Male,Few times a month,Beauty and Personal Care,No,Few times a week,others,First page,2,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Heavily,No,3,Sometimes,3,3,Product recommendations,Product quality and accuracy
2023-06-09 16.31.33,34,Female,Once a week,Clothing and Fashion,No,Few times a week,categories,First page,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,2,Sometimes,2,3,Competitive prices,Customer service responsiveness
2023-06-09 16.32.00,67,Prefer not to say,Few times a month,Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,3,No,Sometimes,High shipping costs,Sometimes,Yes,Rarely,Sometimes,2,Sometimes,4,2,Product recommendations,Reducing packaging waste
2023-06-09 16.32.28,34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
2023-06-09 16.32.56,45,Others,Less than once a month,Beauty and Personal Care,No,Few times a week,Filter,First page,4,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,2,2,Product recommendations,Customer service responsiveness
2023-06-09 16.33.19,23,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Reducing packaging waste
2023-06-09 19.22.11,21,Prefer not to say,Less than once a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023-06-09 19.23.09,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,4,4,User-friendly website/app interface,Customer service responsiveness
2023-06-09 19.24.06,23,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Yes,3,3,Competitive prices,Reducing packaging waste
2023-06-09 19.24.57,42,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023-06-09 19.26.02,23,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,3,3,Product recommendations,Shipping speed and reliability
2023-06-09 19.27.00,23,Prefer not to say,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,3,Sometimes,3,3,Wide product selection,Customer service responsiveness
2023-06-09 19.28.09,25,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Sometimes,others,Rarely,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023-06-10 10.49.42,40,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Yes,2,Yes,2,1,Wide product selection,Product quality and accuracy
2023-06-10 14.40.34,23,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023-06-10 14.41.51,23,Female,Multiple times a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
2023-06-10 23.21.59,27,Male,Less than once a month,Clothing and Fashion,Sometimes,Rarely,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,3,Sometimes,2,2,Wide product selection,Product quality and accuracy
2023-06-11 09.31.41,39,Male,Once a month,Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Often,Yes,Moderately,Yes,1,Yes,2,1,All the above,Reducing packaging waste
2023-06-11 09.53.31,32,Female,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,others,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Rarely,Yes,Occasionally,Yes,5,Yes,1,2,Competitive prices,Shipping speed and reliability
2023-06-11 14.07.39,36,Female,Less than once a month,Home and Kitchen,No,Rarely,Keyword,Multiple pages,1,Maybe,Sometimes,others,Sometimes,No,Rarely,Yes,2,Yes,1,2,Wide product selection,Product quality and accuracy
2023-06-11 21.15.38,40,Female,Once a month,Clothing and Fashion,Yes,Rarely,categories,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,5,Yes,5,4,Product recommendations,Customer service responsiveness
2023-06-11 22.42.48,23,Male,Once a month,Clothing and Fashion,Sometimes,Rarely,Filter,First page,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,3,Sometimes,3,1,Product recommendations,Customer service responsiveness
2023-06-11 22.43.19,45,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,categories,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,3,Sometimes,1,1,Competitive prices,Reducing packaging waste
2023-06-11 22.44.01,45,Prefer not to say,Few times a month,Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,2,Yes,Often,High shipping costs,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Product quality and accuracy
2023-06-11 22.44.46,45,Prefer not to say,Few times a month,Beauty and Personal Care,Yes,Few times a month,Filter,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,2,Sometimes,2,1,Wide product selection,Product quality and accuracy
2023-06-11 22.45.34,45,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Often,Yes,Heavily,No,1,Sometimes,3,1,Product recommendations,Reducing packaging waste
2023-06-11 22.47.42,45,Female,Few times a month,Clothing and Fashion,No,Multiple times a day,categories,First page,1,No,Sometimes,Found a better price elsewhere,Never,No,Moderately,Sometimes,4,No,4,4,User-friendly website/app interface,Shipping speed and reliability
2023-06-11 22.48.27,32,Male,Once a month,Clothing and Fashion;Home and Kitchen,No,Rarely,others,First page,4,Maybe,Rarely,High shipping costs,Sometimes,Yes,Occasionally,No,2,No,3,5,Competitive prices,Customer service responsiveness
2023-06-11 22.49.05,34,Prefer not to say,Once a month,Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,3,No,3,2,Competitive prices,Reducing packaging waste
2023-06-11 22.49.49,54,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,3,No,2,3,Competitive prices,Reducing packaging waste
2023-06-11 22.50.44,25,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,3,No,2,2,Product recommendations,Customer service responsiveness
2023-06-11 22.51.27,26,Others,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Filter,First page,4,Maybe,Often,Found a better price elsewhere,Rarely,No,Occasionally,Sometimes,3,No,2,2,Product recommendations,Product quality and accuracy
2023-06-11 22.52.06,36,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,First page,3,No,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,3,No,2,2,Competitive prices,Reducing packaging waste
2023-06-11 22.52.47,22,Male,Once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,2,No,Often,Found a better price elsewhere,Always,No,Occasionally,Sometimes,2,No,2,2,Competitive prices,Customer service responsiveness
2023-06-11 22.53.44,34,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,First page,1,Yes,Often,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,2,Sometimes,2,2,Competitive prices,Product quality and accuracy
2023-06-11 22.54.33,35,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,Sometimes,2,Sometimes,2,3,Wide product selection,Customer service responsiveness
2023-06-11 22.55.58,34,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,categories,Multiple pages,4,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,2,Sometimes,5,4,Competitive prices,Reducing packaging waste
2023-06-11 22.56.58,21,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,First page,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Never,No,5,No,5,4,Product recommendations,Product quality and accuracy
2023-06-11 22.57.34,24,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,others,First page,5,No,Never,others,Never,No,Never,No,5,No,5,5,User-friendly website/app interface,Reducing packaging waste
2023-06-11 22.58.09,26,Prefer not to say,Less than once a month,Home and Kitchen;others,No,Rarely,others,First page,5,No,Never,others,Never,No,Never,No,5,No,5,5,User-friendly website/app interface,Product quality and accuracy
2023-06-11 22.58.52,36,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,others,First page,5,Maybe,Rarely,others,Never,No,Rarely,No,4,No,5,4,Wide product selection,Customer service responsiveness
2023-06-11 22.59.30,36,Female,Once a month,Groceries and Gourmet Food,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,Sometimes,3,3,Competitive prices,Reducing packaging waste
2023-06-11 23.00.11,28,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,others,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
2023-06-11 23.01.04,40,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,3,No,2,3,Wide product selection,Shipping speed and reliability
